stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,1,2,0,12,0,2
72hpf,0,0.28,0,0,3.38,0,0.28
21Day,0,0.37,0.37,0.74,3.33,0.37,0.37
