stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,0,2,0,0
72hpf,0.56,0,0,0,0.56,0,0
21Day,3.7,0,0,0,0.37,0,0.37
3Month,2.6,0,0.62,0.1,0,0.1,0.1
22Month,4.24,0.27,0.27,0,0,0.14,0.27
