stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,12,0,1,0,1,1,0
72hpf,32.69,0,0,0.28,1.97,0,0.28
21Day,12.21,0,0.74,0,0.74,0,0
3Month,10.3,0.31,0.73,0.31,0.1,0.1,0
