stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,1,1,0,0,1,0,1
72hpf,0,2.82,0,0,0.56,0.28,0.28
21Day,0,7.77,0.37,0.37,1.11,0,0.37
3Month,0.1,8.11,16.54,0.52,0.73,0,0.21
22Month,0.14,2.32,3.14,0.82,0.14,0,0.68
