stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,1,0,0
72hpf,0,0,0,0,2.54,0.28,0.28
21Day,0,0,0,0,1.11,0,0
3Month,0.1,0.83,0.21,0.1,0,0,0
