stage,Endothelial,Epithelial,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,0,1
21Day,0,1.11,1.85,0.37,0,0,0.37
3Month,0.1,2.5,0.21,0,0,0,0.1
22Month,0,2.6,1.23,0,0.41,0.14,0
