stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,0,3,0,0,0
72hpf,0,0,0,0,0,0.56,0.28,0,0
21Day,0,1.11,0,0.37,0,0.37,0.37,0.37,0.37
3Month,0,1.25,0.1,0.31,0.21,0,0,0.1,0
22Month,0.41,22.96,0.27,0.27,3.55,0.82,240.23,0.27,1.09
