stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,1,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,5.07,0.28
21Day,0,0,0,0,0,0,3.7,0
3Month,0.1,0.94,0,0.1,0.1,0,0,0.1
22Month,0,3.28,0.14,0.14,0.55,0.14,0,0.41
