stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Stromal
72hpf,0.28,0.56,0,0,0.28,7.33,0,0.28
21Day,0,0,0.37,0,0,2.96,0,0
3Month,0,0.1,0,0.21,0,0,0,0.21
22Month,0.41,4.78,0,0.27,0,0,0.14,0
