stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,1,0,5,0,0
72hpf,2.25,0.85,0,0,98.08,0,1.69
21Day,1.85,1.48,1.11,0.37,60.31,2.22,0.74
3Month,1.35,0,0.42,0.1,0.21,0,0.21
22Month,0.82,0,0,0,0,0.14,0.27
