stage,Epithelial,Germ,Immune,Neuron,Stromal
72hpf,0,0,0,0.28,0
21Day,0,0,0,0.74,0
3Month,0.62,0.1,0.31,1.66,0.1
22Month,0.41,0.14,0,1.23,0
