stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,1,0
72hpf,0.28,0.56,0.56,0,0.28,0.28,14.94,1.41
21Day,0,1.48,1.11,0,1.11,1.11,4.81,1.48
3Month,0,0.83,0,0.31,0.21,0.1,0.1,0.31
22Month,0.27,2.19,0,0,0.41,0,0,0.27
