stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,2,19,0,0,21,1,75,5,0,14
72hpf,2.25,34.1,3.66,0.28,2.54,3.95,69.05,3.66,1.69,20.01
21Day,0.37,35.15,9.99,0.74,12.21,7.77,22.2,0,3.33,17.76
3Month,1.25,56.38,0.94,81.76,18.72,4.06,2.39,0,3.43,6.76
22Month,1.09,80.35,0.55,4.65,20.77,1.37,3.83,1.64,1.5,3.69
