stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,2,0,0,0
72hpf,0,0,0,0.28,0.28,0,0,2.54
21Day,0,0,0,0.74,1.11,0,0,5.92
3Month,0.83,0.1,0.21,0.42,0,0,0.1,0.21
22Month,0.82,0,0.14,0,0.14,0.14,0,0.27
