stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0.85,0,0,0,1.69,0,0,0.28
21Day,0,0,0,0,1.11,0,0.37,0
3Month,1.14,0.1,0.21,0.1,0.1,0,0.1,0.1
22Month,2.6,0,0.68,0,0.55,0.14,0,0
