stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,0,1,0,0
72hpf,0,0,0,0,0.56,0,0.28
21Day,0,0.37,0,0,0,0,0
3Month,0.1,0.42,8.74,0.21,0,0,0
22Month,0,0.14,0.96,0,0,0.14,0
