stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,1,0,0,5,2,5,1,2
72hpf,0,0.56,0.28,0,0,0.28,1.41,0,1.13
21Day,0,0,0.37,0,1.11,0,1.48,0,2.59
3Month,0.52,2.6,0,2.08,2.5,0.42,0.1,0,1.04
22Month,0,0.82,0,0,0.55,0,0,0,0.27
