stage,Epithelial,Erythroid,Immune,Neuron,Stromal
24hpf,0,0,0,1,0
72hpf,2.25,0,0,0.56,0
21Day,1.48,0.37,0,2.59,0.74
3Month,0.1,0,0.1,0,0
22Month,0.14,0,0.14,0,0
