stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,1,0
72hpf,0.28,0,0,0,0.28,0
21Day,1.11,0,0,0,0,0
3Month,1.14,0.21,0.31,0.1,0.1,0.1
22Month,2.6,0.14,0.41,0,0,0
