stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,0,0,24,0,1
72hpf,1.41,0.28,0,0.28,0,10.99,0,1.97
21Day,2.59,1.48,0.37,1.85,0.74,8.51,0,1.11
3Month,1.46,0,0.52,0.21,0,0.1,0.1,0.31
