stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0.85,0,0,0,48.76,0,0.28,0.85
21Day,0,1.48,0.37,0.37,1.48,18.13,0,0,0.74
3Month,0,1.98,0.94,1.04,0,0.42,0.1,0.31,0.31
22Month,0.14,5.6,0.41,0.82,0,9.43,0.41,0.14,0.27
