stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,1,0,4,0,0,0
72hpf,0,0.56,0,0.28,0.28,1.97,0,0,0.85
21Day,0,1.48,0.37,0.37,0.74,0.74,0,0,0
3Month,0,30.16,1.35,2.08,0.52,0.21,0.1,0.62,0.52
22Month,0.41,30.75,0.14,2.46,0.14,0.27,2.32,0,0.68
