stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0.28,0,0,0,2.25,0,0.28,0.28
21Day,0,1.85,0.37,0,0,2.59,0,0.37,0.37
3Month,0,1.66,0,0.1,0.1,0,0,0.1,0
22Month,0.14,3.69,0.14,0,0.41,0,0.27,0.14,0.27
