stage,Epithelial,Immune,Neuron,Other,Secretory,Stromal
24hpf,1,0,2,0,0,0
72hpf,0.28,0,0,0,0,0
21Day,0,0,0,0,1.11,0
3Month,0.94,0,0,0,0.1,0.1
22Month,2.87,0.41,0,0.14,0,0
