stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,2,0
72hpf,2.82,0.28,0,0,0.28,1.69
21Day,9.62,0,0,0,0,0.37
3Month,2.5,0,2.81,0.31,0,0
22Month,1.5,0,1.23,0.14,0,0
