stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,2,0,0,14,0,0,1
72hpf,0.28,2.25,0,0,12.68,0,0,1.41
21Day,0,1.85,0,0.37,2.59,0,0,0.74
3Month,0,2.18,9.26,0.42,0.1,0,0.1,0.42
22Month,0.27,78.57,0,0.55,0,0.41,0.27,0.14
