stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,1,0
72hpf,0,1.97,0,0,0,0,0.28,0.28
21Day,0,6.29,0.74,0,0,0,0.74,0.37
3Month,0.1,7.39,0.1,0.62,1.14,0.21,0,0.1
22Month,0,2.73,0,0.14,0,0.14,0,0
