stage,Epithelial,Immune,Neuron,Secretory,Stromal
24hpf,0,0,2,0,0
72hpf,1.41,0.85,3.95,0.85,0.28
21Day,0.37,0,4.07,0.37,0
3Month,0.42,0,0.1,0,0
22Month,0.68,0,0,0.14,0
