stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,3,8,0,3,0,69,0,1,7
72hpf,0.28,3.66,0.28,0.28,0.28,24.52,0,0,4.79
21Day,0,3.7,0,0,1.11,7.4,0,0.37,4.07
3Month,0,0.1,0,0,0,0.1,0,0,0
22Month,0,1.37,0,0,0,0,0.14,0,0.14
