stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,0.56,0,0,0
21Day,2.96,0,0.37,0.37,0.74,0,0,1.11
3Month,3.85,0.1,0.42,0.1,0,0.1,0,0.1
22Month,4.37,0.14,0.27,0.14,0.27,0.14,0.14,0.41
