stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,5,0,0,1,330,0,0,0
72hpf,0.56,6.48,3.1,0,4.79,601.46,0.85,0,13.25
21Day,0.37,6.29,3.33,2.59,1.48,190.54,0,3.33,2.22
22Month,0,0.14,0,0,0,0.27,0,0,0
