stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,95,0,0,3
72hpf,0,0.85,0,0.28,0.28,39.46,0,0.28,1.41
21Day,0,0.74,0.74,0.74,1.11,32.56,0,0.37,1.11
3Month,0.31,1.98,0,0.42,0.1,0.52,0.1,0.21,0.42
22Month,0,2.32,0,0,0,0,0,0.14,0
