stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,0,0,0,0,0,0
72hpf,0.85,0,0,0.28,0.28,0,0.28
21Day,1.11,0,0.74,1.48,0,0,1.11
3Month,0.73,0.83,0.31,0,0,0,0.42
22Month,2.19,3.69,0.55,0,0,0.14,0.27
