stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,0,0,14,0,4
72hpf,0.56,3.38,0.28,0.56,1.41,47.63,0,6.2
21Day,0,5.18,2.96,2.96,1.11,15.91,0.74,9.99
