stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,2,0,0,0,1,0,0
72hpf,1.97,0,0,0,10.71,0.28,0.56
21Day,8.88,0,0.37,0,7.03,0.37,1.11
3Month,1.46,0.1,0.21,0.21,0,0,0
22Month,0.55,0,0,0.14,0,0,0.14
