stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,1,0,0,0,0
72hpf,1.13,0,0,0.28,0
21Day,0.74,0,0,0,0
3Month,0.21,0,0.1,0,0
22Month,0.68,1.09,0,0,0.27
