stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,7,0,0
72hpf,0.28,0,0,0,0.28,4.23,0,0.85
21Day,1.48,1.11,0,1.11,0.37,1.11,0,0
3Month,0.83,0,2.18,0.83,0,0.1,0,0.31
22Month,1.64,0,0,0.68,0,0,0.14,0.14
