stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,1,0,1
72hpf,0.85,0,0,0,1.13,0.28,0
21Day,0,0,1.11,0,0.37,0,0.37
3Month,2.6,17.37,1.35,0.1,0.31,0,0.21
22Month,0.82,0,0.27,0,0,0,0
