stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,2,0,0,0,1,0,0
72hpf,0,0.28,0,0,0,0.85,0,3.66
21Day,0,0.74,0,0,0.37,1.11,0,6.29
3Month,1.87,9.88,176.31,2.6,0.42,0.62,0.52,1.35
22Month,5.47,4.1,1.5,0.14,0,0.14,0,0.96
