stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0.85,0,0,0.28,0.28,1.13,0
21Day,2.59,0.74,0,0,0.37,1.11,0.37
3Month,0.73,0,0.1,0.21,0,0,0.1
