stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0,0,0,0,0.85,0.28
21Day,3.7,0,0,0,0,0.37
3Month,2.08,0.1,0,0.1,0,0.1
22Month,0.82,0,0.14,0,0,0
