stage,Epithelial,Erythroid,Germ,Muscle,Neuron,Stromal
72hpf,0.56,0.28,0,0,0,0
21Day,1.85,0.37,0,0,0.74,0
3Month,0.52,0,0.1,0.1,0,0.1
22Month,0.14,0,0,0,0,0
