stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,5,0,0,1,0,2
72hpf,0,3.38,0,0,0.28,0,0.28
21Day,0,0,0,0,0,0,0.37
3Month,0,0.21,0.21,0,0,0,0
22Month,0.55,3.83,29.79,1.78,0.14,0.68,0.41
