stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,1,0,0,0
72hpf,0,0,0,0,0.56,0,0,0
21Day,0,0.74,0,0,1.11,0,0.37,0
3Month,0.1,0.52,0.21,0.42,0,0,0,0
22Month,0.27,3.01,0,0.68,0,0.14,0.14,0.14
