stage,Endothelial,Epithelial,Muscle,Neuron,Stromal
24hpf,0,5,0,0,0
72hpf,0.28,3.1,0.28,0.56,1.41
21Day,0,1.85,0.37,0.74,1.85
22Month,0,0.41,0,0,0
