stage,Epithelial,Germ,Immune,Neuron,Stromal
72hpf,0,0,0,0.56,0
21Day,0.74,1.11,0.37,0.37,0
3Month,0.21,0,0.1,0,0
22Month,2.73,0,0.27,0,0.27
