stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
21Day,15.54,1.11,0,0.74,0.37,0.74
3Month,2.7,0,0.21,0,0,0.1
22Month,5.06,0,0.14,0,0,0
