stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,1,0,0,0,0,0,0,0
72hpf,0,0.28,0.85,0,0,0,27.9,0,0.28
21Day,0.37,0.37,0.74,0,0.37,0,7.77,0,1.11
3Month,0,1.66,0,0.83,0.52,0.31,0,0,0.1
22Month,0.14,6.01,0,0.14,0.55,0.14,0.55,0.41,0
