stage,Endothelial,Epithelial,Immune,Neuron,Secretory,Stromal
21Day,0.37,0.37,18.87,0.74,0.37,0
3Month,0,0.62,2.29,0,0,0.1
22Month,0,0,1.78,0,0,0.14
