stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,0,2,0,0,1
72hpf,0,1.41,0,0,0,4.79,0,0,1.69
21Day,0.37,2.22,0.74,0,0.37,4.81,0,0.37,2.22
3Month,0,0.21,0,0.21,0.21,0,0,0,0
22Month,0,1.23,0,0,0.14,0,0.14,0,0
