stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,5,0,0
72hpf,0,0,0,0.85,0.28,0
3Month,1.66,22.05,0.52,0.1,0,0.21
22Month,0.82,0.14,0.27,0,0,0
