stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,1,0,0
72hpf,0,0,0,0.56,0,0
21Day,0.37,0,2.22,0.37,0,0.37
3Month,0.73,0.1,0.52,0,0.21,0.1
22Month,0.27,0,0,0,0,0.14
