stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,5,10,0,0,1,0,18,0,3
72hpf,0,2.82,0,0,0,0,1.97,0.28,0.85
21Day,0,0.37,0,0,0.37,0.74,4.07,0,0
3Month,0,2.39,0,4.78,0.42,4.37,0.31,0,0.21
22Month,0.27,2.05,0.14,2.19,1.23,0.96,0.14,0,0
