stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,1,0,4,0,0,0
72hpf,0,0.28,0,0.28,0.28,6.2,0,0.28,4.23
21Day,0,0,0,1.11,0,0.74,0,0,1.48
3Month,0.21,8.32,0.94,3.22,0.73,0.21,0,0.21,0.73
22Month,0.14,3.55,1.23,1.64,0,0.41,0.27,0.14,0.27
