stage,Epithelial,Erythroid,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0.28,0,3.38,0,0,0.28
21Day,0,0.37,0,3.7,0,0.37,0.37
3Month,0.62,0,0.1,0,0,0,0
22Month,0.68,0,0,0,0.14,0,0
