stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0.85,0,0,1.69,0,0,0
21Day,0,7.77,0.37,0.74,1.11,0,0,0
3Month,0,1.56,0.31,0,0,0,0,0.1
22Month,0.14,8.88,0.41,0.27,0,0.41,0.14,0.27
