stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,0,1,0
72hpf,0,1.41,0.28,0,0,0.56,8.74,0.28
21Day,0.37,0.74,0,0,0.37,0.37,2.96,1.48
3Month,0,0.42,0.1,0.42,0.1,0,0,0.1
22Month,0,0.82,0,0,0.14,0,0,0
