stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,3,0
72hpf,0.28,0,0,0,0,4.23
21Day,1.85,1.11,0.37,0.37,1.11,7.4
3Month,0.1,0,0.1,0,0,0.21
22Month,0.41,0,0.14,0,0.14,0.14
