stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Stromal
24hpf,0,0,0,0,2,0,1
72hpf,0,0.56,0,0,0.28,0,0.56
22Month,0.55,5.6,25.69,1.5,0,0.55,0.27
