stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,29,0,0
72hpf,0,0.56,0,0,4.51,0,0
21Day,0,0.74,0,0,9.25,1.11,0.37
3Month,0.1,1.04,0.73,0.31,0.1,0,0.1
22Month,0,1.09,0.14,0.27,0.14,0,0
