stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,0,1,0,0
72hpf,0,0,0,0,0,0,4.79,0,0.28
21Day,0,1.85,0.37,0.37,0,0,8.88,0.74,0.74
3Month,0.21,11.13,0.1,81.65,1.25,0.21,0.42,1.14,0.83
22Month,0,3.55,0,10.25,0.68,0.14,0.27,0.27,0.14
