stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,1,0,6,0,0
72hpf,0,0,0,1.69,0.28,5.36,0,0.56
21Day,1.11,0,0,10.36,0.37,1.85,0.37,0
3Month,2.18,0.21,0.21,46.5,0.21,0,0.1,0.62
22Month,2.19,0,0.55,19.54,0,0,0.14,0
