stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,3,0,0,4,0
72hpf,0,0,0,0.56,0
3Month,1.66,13.42,0.42,0.1,0.21
22Month,0.14,0.14,0,0,0
