stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,2,0,0,0
72hpf,0.56,0,0,2.25,0,0,0.28
21Day,1.11,0,0,0.74,0,0.74,1.48
3Month,2.18,5.93,0.31,0.42,0,0.1,0.21
22Month,1.09,0.27,0.14,0.96,0.27,0,0.27
